DealNumber,CustomerName,DealershipName,Vehicle,Price,Date
7666,Ronnie Griffiths,Cheruharrison Auto,2462 Nissan GT-R Premium,"-50,822,908",4/8/2018
7667,Storm William,Mythicgarcia Dealership LTDA,2463 Mercedes-Benz S-Class Cabriolet,"-50,851,607",3/22/2018
7668,Aroush Knapp,Maxwell & Junior,2461 Porsche 911 2dr Cpe GT3 RS,"-50,880,306",6/7/2018
7669,Anwar Hoffman,"Legowart Kingorty, Ltd.",2463 Jeep Grand Cherokee Trackhawk,"-50,909,005",5/11/2018
7670,Ronnie Griffiths,Cheruharrison Auto,2463 Nissan GT-R Premium,"-50,937,704",4/8/2018
7671,Storm William,Mythicgarcia Dealership LTDA,2464 Mercedes-Benz S-Class Cabriolet,"-50,966,403",3/22/2018
7672,Aroush Knapp,Maxwell & Junior,2462 Porsche 911 2dr Cpe GT3 RS,"-50,995,101",6/7/2018
7673,Anwar Hoffman,"Legowart Kingorty, Ltd.",2464 Jeep Grand Cherokee Trackhawk,"-51,023,800",5/11/2018
7674,Ronnie Griffiths,Cheruharrison Auto,2464 Nissan GT-R Premium,"-51,052,499",4/8/2018
7675,Storm William,Mythicgarcia Dealership LTDA,2465 Mercedes-Benz S-Class Cabriolet,"-51,081,198",3/22/2018
7676,Aroush Knapp,Maxwell & Junior,2463 Porsche 911 2dr Cpe GT3 RS,"-51,109,897",6/7/2018
7677,Anwar Hoffman,"Legowart Kingorty, Ltd.",2465 Jeep Grand Cherokee Trackhawk,"-51,138,596",5/11/2018
7678,Ronnie Griffiths,Cheruharrison Auto,2465 Nissan GT-R Premium,"-51,167,295",4/8/2018
7679,Storm William,Mythicgarcia Dealership LTDA,2466 Mercedes-Benz S-Class Cabriolet,"-51,195,994",3/22/2018
7680,Aroush Knapp,Maxwell & Junior,2464 Porsche 911 2dr Cpe GT3 RS,"-51,224,693",6/7/2018
7681,Anwar Hoffman,"Legowart Kingorty, Ltd.",2466 Jeep Grand Cherokee Trackhawk,"-51,253,392",5/11/2018
7682,Ronnie Griffiths,Cheruharrison Auto,2466 Nissan GT-R Premium,"-51,282,090",4/8/2018
7683,Storm William,Mythicgarcia Dealership LTDA,2467 Mercedes-Benz S-Class Cabriolet,"-51,310,789",3/22/2018
7684,Aroush Knapp,Maxwell & Junior,2465 Porsche 911 2dr Cpe GT3 RS,"-51,339,488",6/7/2018
7685,Anwar Hoffman,"Legowart Kingorty, Ltd.",2467 Jeep Grand Cherokee Trackhawk,"-51,368,187",5/11/2018
7686,Ronnie Griffiths,Cheruharrison Auto,2467 Nissan GT-R Premium,"-51,396,886",4/8/2018
7687,Storm William,Mythicgarcia Dealership LTDA,2468 Mercedes-Benz S-Class Cabriolet,"-51,425,585",3/22/2018
7688,Aroush Knapp,Maxwell & Junior,2466 Porsche 911 2dr Cpe GT3 RS,"-51,454,284",6/7/2018
7689,Anwar Hoffman,"Legowart Kingorty, Ltd.",2468 Jeep Grand Cherokee Trackhawk,"-51,482,983",5/11/2018
7690,Ronnie Griffiths,Cheruharrison Auto,2468 Nissan GT-R Premium,"-51,511,682",4/8/2018
7691,Storm William,Mythicgarcia Dealership LTDA,2469 Mercedes-Benz S-Class Cabriolet,"-51,540,381",3/22/2018
7692,Aroush Knapp,Maxwell & Junior,2467 Porsche 911 2dr Cpe GT3 RS,"-51,569,079",6/7/2018
7693,Anwar Hoffman,"Legowart Kingorty, Ltd.",2469 Jeep Grand Cherokee Trackhawk,"-51,597,778",5/11/2018
7694,Ronnie Griffiths,Cheruharrison Auto,2469 Nissan GT-R Premium,"-51,626,477",4/8/2018
7695,Storm William,Mythicgarcia Dealership LTDA,2470 Mercedes-Benz S-Class Cabriolet,"-51,655,176",3/22/2018
7696,Aroush Knapp,Maxwell & Junior,2468 Porsche 911 2dr Cpe GT3 RS,"-51,683,875",6/7/2018
7697,Anwar Hoffman,"Legowart Kingorty, Ltd.",2470 Jeep Grand Cherokee Trackhawk,"-51,712,574",5/11/2018
7698,Ronnie Griffiths,Cheruharrison Auto,2470 Nissan GT-R Premium,"-51,741,273",4/8/2018
7699,Storm William,Mythicgarcia Dealership LTDA,2471 Mercedes-Benz S-Class Cabriolet,"-51,769,972",3/22/2018
7700,Aroush Knapp,Maxwell & Junior,2469 Porsche 911 2dr Cpe GT3 RS,"-51,798,671",6/7/2018
7701,Anwar Hoffman,"Legowart Kingorty, Ltd.",2471 Jeep Grand Cherokee Trackhawk,"-51,827,370",5/11/2018
7702,Ronnie Griffiths,Cheruharrison Auto,2471 Nissan GT-R Premium,"-51,856,068",4/8/2018
7703,Storm William,Mythicgarcia Dealership LTDA,2472 Mercedes-Benz S-Class Cabriolet,"-51,884,767",3/22/2018
7704,Aroush Knapp,Maxwell & Junior,2470 Porsche 911 2dr Cpe GT3 RS,"-51,913,466",6/7/2018
7705,Anwar Hoffman,"Legowart Kingorty, Ltd.",2472 Jeep Grand Cherokee Trackhawk,"-51,942,165",5/11/2018
7706,Ronnie Griffiths,Cheruharrison Auto,2472 Nissan GT-R Premium,"-51,970,864",4/8/2018
7707,Storm William,Mythicgarcia Dealership LTDA,2473 Mercedes-Benz S-Class Cabriolet,"-51,999,563",3/22/2018
7708,Aroush Knapp,Maxwell & Junior,2471 Porsche 911 2dr Cpe GT3 RS,"-52,028,262",6/7/2018
7709,Anwar Hoffman,"Legowart Kingorty, Ltd.",2473 Jeep Grand Cherokee Trackhawk,"-52,056,961",5/11/2018
7710,Ronnie Griffiths,Cheruharrison Auto,2473 Nissan GT-R Premium,"-52,085,660",4/8/2018
7711,Storm William,Mythicgarcia Dealership LTDA,2474 Mercedes-Benz S-Class Cabriolet,"-52,114,359",3/22/2018
7712,Aroush Knapp,Maxwell & Junior,2472 Porsche 911 2dr Cpe GT3 RS,"-52,143,057",6/7/2018
7713,Anwar Hoffman,"Legowart Kingorty, Ltd.",2474 Jeep Grand Cherokee Trackhawk,"-52,171,756",5/11/2018
7714,Ronnie Griffiths,Cheruharrison Auto,2474 Nissan GT-R Premium,"-52,200,455",4/8/2018
7715,Storm William,Mythicgarcia Dealership LTDA,2475 Mercedes-Benz S-Class Cabriolet,"-52,229,154",3/22/2018
7716,Aroush Knapp,Maxwell & Junior,2473 Porsche 911 2dr Cpe GT3 RS,"-52,257,853",6/7/2018
7717,Anwar Hoffman,"Legowart Kingorty, Ltd.",2475 Jeep Grand Cherokee Trackhawk,"-52,286,552",5/11/2018
7718,Ronnie Griffiths,Cheruharrison Auto,2475 Nissan GT-R Premium,"-52,315,251",4/8/2018
7719,Storm William,Mythicgarcia Dealership LTDA,2476 Mercedes-Benz S-Class Cabriolet,"-52,343,950",3/22/2018
7720,Aroush Knapp,Maxwell & Junior,2474 Porsche 911 2dr Cpe GT3 RS,"-52,372,649",6/7/2018
7721,Anwar Hoffman,"Legowart Kingorty, Ltd.",2476 Jeep Grand Cherokee Trackhawk,"-52,401,348",5/11/2018
7722,Ronnie Griffiths,Cheruharrison Auto,2476 Nissan GT-R Premium,"-52,430,046",4/8/2018
7723,Storm William,Mythicgarcia Dealership LTDA,2477 Mercedes-Benz S-Class Cabriolet,"-52,458,745",3/22/2018
7724,Aroush Knapp,Maxwell & Junior,2475 Porsche 911 2dr Cpe GT3 RS,"-52,487,444",6/7/2018
7725,Anwar Hoffman,"Legowart Kingorty, Ltd.",2477 Jeep Grand Cherokee Trackhawk,"-52,516,143",5/11/2018
7726,Ronnie Griffiths,Cheruharrison Auto,2477 Nissan GT-R Premium,"-52,544,842",4/8/2018
7727,Storm William,Mythicgarcia Dealership LTDA,2478 Mercedes-Benz S-Class Cabriolet,"-52,573,541",3/22/2018
7728,Aroush Knapp,Maxwell & Junior,2476 Porsche 911 2dr Cpe GT3 RS,"-52,602,240",6/7/2018
7729,Anwar Hoffman,"Legowart Kingorty, Ltd.",2478 Jeep Grand Cherokee Trackhawk,"-52,630,939",5/11/2018
7730,Ronnie Griffiths,Cheruharrison Auto,2478 Nissan GT-R Premium,"-52,659,638",4/8/2018
7731,Storm William,Mythicgarcia Dealership LTDA,2479 Mercedes-Benz S-Class Cabriolet,"-52,688,337",3/22/2018
7732,Aroush Knapp,Maxwell & Junior,2477 Porsche 911 2dr Cpe GT3 RS,"-52,717,035",6/7/2018
7733,Anwar Hoffman,"Legowart Kingorty, Ltd.",2479 Jeep Grand Cherokee Trackhawk,"-52,745,734",5/11/2018
7734,Ronnie Griffiths,Cheruharrison Auto,2479 Nissan GT-R Premium,"-52,774,433",4/8/2018
7735,Storm William,Mythicgarcia Dealership LTDA,2480 Mercedes-Benz S-Class Cabriolet,"-52,803,132",3/22/2018
7736,Aroush Knapp,Maxwell & Junior,2478 Porsche 911 2dr Cpe GT3 RS,"-52,831,831",6/7/2018
7737,Anwar Hoffman,"Legowart Kingorty, Ltd.",2480 Jeep Grand Cherokee Trackhawk,"-52,860,530",5/11/2018
7738,Ronnie Griffiths,Cheruharrison Auto,2480 Nissan GT-R Premium,"-52,889,229",4/8/2018
7739,Storm William,Mythicgarcia Dealership LTDA,2481 Mercedes-Benz S-Class Cabriolet,"-52,917,928",3/22/2018
7740,Aroush Knapp,Maxwell & Junior,2479 Porsche 911 2dr Cpe GT3 RS,"-52,946,627",6/7/2018
7741,Anwar Hoffman,"Legowart Kingorty, Ltd.",2481 Jeep Grand Cherokee Trackhawk,"-52,975,326",5/11/2018
7742,Ronnie Griffiths,Cheruharrison Auto,2481 Nissan GT-R Premium,"-53,004,024",4/8/2018
7743,Storm William,Mythicgarcia Dealership LTDA,2482 Mercedes-Benz S-Class Cabriolet,"-53,032,723",3/22/2018
7744,Aroush Knapp,Maxwell & Junior,2480 Porsche 911 2dr Cpe GT3 RS,"-53,061,422",6/7/2018
7745,Anwar Hoffman,"Legowart Kingorty, Ltd.",2482 Jeep Grand Cherokee Trackhawk,"-53,090,121",5/11/2018
7746,Ronnie Griffiths,Cheruharrison Auto,2482 Nissan GT-R Premium,"-53,118,820",4/8/2018
7747,Storm William,Mythicgarcia Dealership LTDA,2483 Mercedes-Benz S-Class Cabriolet,"-53,147,519",3/22/2018
7748,Aroush Knapp,Maxwell & Junior,2481 Porsche 911 2dr Cpe GT3 RS,"-53,176,218",6/7/2018
7749,Anwar Hoffman,"Legowart Kingorty, Ltd.",2483 Jeep Grand Cherokee Trackhawk,"-53,204,917",5/11/2018
7750,Ronnie Griffiths,Cheruharrison Auto,2483 Nissan GT-R Premium,"-53,233,616",4/8/2018
7751,Storm William,Mythicgarcia Dealership LTDA,2484 Mercedes-Benz S-Class Cabriolet,"-53,262,315",3/22/2018
7752,Aroush Knapp,Maxwell & Junior,2482 Porsche 911 2dr Cpe GT3 RS,"-53,291,013",6/7/2018
7753,Anwar Hoffman,"Legowart Kingorty, Ltd.",2484 Jeep Grand Cherokee Trackhawk,"-53,319,712",5/11/2018
7754,Ronnie Griffiths,Cheruharrison Auto,2484 Nissan GT-R Premium,"-53,348,411",4/8/2018
7755,Storm William,Mythicgarcia Dealership LTDA,2485 Mercedes-Benz S-Class Cabriolet,"-53,377,110",3/22/2018
7756,Aroush Knapp,Maxwell & Junior,2483 Porsche 911 2dr Cpe GT3 RS,"-53,405,809",6/7/2018
7757,Anwar Hoffman,"Legowart Kingorty, Ltd.",2485 Jeep Grand Cherokee Trackhawk,"-53,434,508",5/11/2018
7758,Ronnie Griffiths,Cheruharrison Auto,2485 Nissan GT-R Premium,"-53,463,207",4/8/2018
7759,Storm William,Mythicgarcia Dealership LTDA,2486 Mercedes-Benz S-Class Cabriolet,"-53,491,906",3/22/2018
7760,Aroush Knapp,Maxwell & Junior,2484 Porsche 911 2dr Cpe GT3 RS,"-53,520,605",6/7/2018
7761,Anwar Hoffman,"Legowart Kingorty, Ltd.",2486 Jeep Grand Cherokee Trackhawk,"-53,549,304",5/11/2018
7762,Ronnie Griffiths,Cheruharrison Auto,2486 Nissan GT-R Premium,"-53,578,002",4/8/2018
7763,Storm William,Mythicgarcia Dealership LTDA,2487 Mercedes-Benz S-Class Cabriolet,"-53,606,701",3/22/2018
7764,Aroush Knapp,Maxwell & Junior,2485 Porsche 911 2dr Cpe GT3 RS,"-53,635,400",6/7/2018
7765,Anwar Hoffman,"Legowart Kingorty, Ltd.",2487 Jeep Grand Cherokee Trackhawk,"-53,664,099",5/11/2018
7766,Ronnie Griffiths,Cheruharrison Auto,2487 Nissan GT-R Premium,"-53,692,798",4/8/2018
7767,Storm William,Mythicgarcia Dealership LTDA,2488 Mercedes-Benz S-Class Cabriolet,"-53,721,497",3/22/2018
7768,Aroush Knapp,Maxwell & Junior,2486 Porsche 911 2dr Cpe GT3 RS,"-53,750,196",6/7/2018
7769,Anwar Hoffman,"Legowart Kingorty, Ltd.",2488 Jeep Grand Cherokee Trackhawk,"-53,778,895",5/11/2018
7770,Ronnie Griffiths,Cheruharrison Auto,2488 Nissan GT-R Premium,"-53,807,594",4/8/2018
7771,Storm William,Mythicgarcia Dealership LTDA,2489 Mercedes-Benz S-Class Cabriolet,"-53,836,293",3/22/2018
7772,Aroush Knapp,Maxwell & Junior,2487 Porsche 911 2dr Cpe GT3 RS,"-53,864,991",6/7/2018
7773,Anwar Hoffman,"Legowart Kingorty, Ltd.",2489 Jeep Grand Cherokee Trackhawk,"-53,893,690",5/11/2018
7774,Ronnie Griffiths,Cheruharrison Auto,2489 Nissan GT-R Premium,"-53,922,389",4/8/2018
7775,Storm William,Mythicgarcia Dealership LTDA,2490 Mercedes-Benz S-Class Cabriolet,"-53,951,088",3/22/2018
7776,Aroush Knapp,Maxwell & Junior,2488 Porsche 911 2dr Cpe GT3 RS,"-53,979,787",6/7/2018
7777,Anwar Hoffman,"Legowart Kingorty, Ltd.",2490 Jeep Grand Cherokee Trackhawk,"-54,008,486",5/11/2018
7778,Ronnie Griffiths,Cheruharrison Auto,2490 Nissan GT-R Premium,"-54,037,185",4/8/2018
7779,Storm William,Mythicgarcia Dealership LTDA,2491 Mercedes-Benz S-Class Cabriolet,"-54,065,884",3/22/2018
7780,Aroush Knapp,Maxwell & Junior,2489 Porsche 911 2dr Cpe GT3 RS,"-54,094,583",6/7/2018
7781,Anwar Hoffman,"Legowart Kingorty, Ltd.",2491 Jeep Grand Cherokee Trackhawk,"-54,123,282",5/11/2018
7782,Ronnie Griffiths,Cheruharrison Auto,2491 Nissan GT-R Premium,"-54,151,980",4/8/2018
7783,Storm William,Mythicgarcia Dealership LTDA,2492 Mercedes-Benz S-Class Cabriolet,"-54,180,679",3/22/2018
7784,Aroush Knapp,Maxwell & Junior,2490 Porsche 911 2dr Cpe GT3 RS,"-54,209,378",6/7/2018
7785,Anwar Hoffman,"Legowart Kingorty, Ltd.",2492 Jeep Grand Cherokee Trackhawk,"-54,238,077",5/11/2018
7786,Ronnie Griffiths,Cheruharrison Auto,2492 Nissan GT-R Premium,"-54,266,776",4/8/2018
7787,Storm William,Mythicgarcia Dealership LTDA,2493 Mercedes-Benz S-Class Cabriolet,"-54,295,475",3/22/2018
7788,Aroush Knapp,Maxwell & Junior,2491 Porsche 911 2dr Cpe GT3 RS,"-54,324,174",6/7/2018
7789,Anwar Hoffman,"Legowart Kingorty, Ltd.",2493 Jeep Grand Cherokee Trackhawk,"-54,352,873",5/11/2018
7790,Ronnie Griffiths,Cheruharrison Auto,2493 Nissan GT-R Premium,"-54,381,572",4/8/2018
7791,Storm William,Mythicgarcia Dealership LTDA,2494 Mercedes-Benz S-Class Cabriolet,"-54,410,271",3/22/2018
7792,Aroush Knapp,Maxwell & Junior,2492 Porsche 911 2dr Cpe GT3 RS,"-54,438,969",6/7/2018
7793,Anwar Hoffman,"Legowart Kingorty, Ltd.",2494 Jeep Grand Cherokee Trackhawk,"-54,467,668",5/11/2018
7794,Ronnie Griffiths,Cheruharrison Auto,2494 Nissan GT-R Premium,"-54,496,367",4/8/2018
7795,Storm William,Mythicgarcia Dealership LTDA,2495 Mercedes-Benz S-Class Cabriolet,"-54,525,066",3/22/2018
7796,Aroush Knapp,Maxwell & Junior,2493 Porsche 911 2dr Cpe GT3 RS,"-54,553,765",6/7/2018
7797,Anwar Hoffman,"Legowart Kingorty, Ltd.",2495 Jeep Grand Cherokee Trackhawk,"-54,582,464",5/11/2018
7798,Ronnie Griffiths,Cheruharrison Auto,2495 Nissan GT-R Premium,"-54,611,163",4/8/2018
7799,Storm William,Mythicgarcia Dealership LTDA,2496 Mercedes-Benz S-Class Cabriolet,"-54,639,862",3/22/2018
7800,Aroush Knapp,Maxwell & Junior,2494 Porsche 911 2dr Cpe GT3 RS,"-54,668,561",6/7/2018
7801,Anwar Hoffman,"Legowart Kingorty, Ltd.",2496 Jeep Grand Cherokee Trackhawk,"-54,697,260",5/11/2018
7802,Ronnie Griffiths,Cheruharrison Auto,2496 Nissan GT-R Premium,"-54,725,958",4/8/2018
7803,Storm William,Mythicgarcia Dealership LTDA,2497 Mercedes-Benz S-Class Cabriolet,"-54,754,657",3/22/2018
7804,Aroush Knapp,Maxwell & Junior,2495 Porsche 911 2dr Cpe GT3 RS,"-54,783,356",6/7/2018
7805,Anwar Hoffman,"Legowart Kingorty, Ltd.",2497 Jeep Grand Cherokee Trackhawk,"-54,812,055",5/11/2018
7806,Ronnie Griffiths,Cheruharrison Auto,2497 Nissan GT-R Premium,"-54,840,754",4/8/2018
7807,Storm William,Mythicgarcia Dealership LTDA,2498 Mercedes-Benz S-Class Cabriolet,"-54,869,453",3/22/2018
7808,Aroush Knapp,Maxwell & Junior,2496 Porsche 911 2dr Cpe GT3 RS,"-54,898,152",6/7/2018
7809,Anwar Hoffman,"Legowart Kingorty, Ltd.",2498 Jeep Grand Cherokee Trackhawk,"-54,926,851",5/11/2018
7810,Ronnie Griffiths,Cheruharrison Auto,2498 Nissan GT-R Premium,"-54,955,550",4/8/2018
7811,Storm William,Mythicgarcia Dealership LTDA,2499 Mercedes-Benz S-Class Cabriolet,"-54,984,249",3/22/2018
7812,Aroush Knapp,Maxwell & Junior,2497 Porsche 911 2dr Cpe GT3 RS,"-55,012,947",6/7/2018
7813,Anwar Hoffman,"Legowart Kingorty, Ltd.",2499 Jeep Grand Cherokee Trackhawk,"-55,041,646",5/11/2018
7814,Ronnie Griffiths,Cheruharrison Auto,2499 Nissan GT-R Premium,"-55,070,345",4/8/2018
7815,Storm William,Mythicgarcia Dealership LTDA,2500 Mercedes-Benz S-Class Cabriolet,"-55,099,044",3/22/2018
7816,Aroush Knapp,Maxwell & Junior,2498 Porsche 911 2dr Cpe GT3 RS,"-55,127,743",6/7/2018
7817,Anwar Hoffman,"Legowart Kingorty, Ltd.",2500 Jeep Grand Cherokee Trackhawk,"-55,156,442",5/11/2018
7818,Ronnie Griffiths,Cheruharrison Auto,2500 Nissan GT-R Premium,"-55,185,141",4/8/2018
7819,Storm William,Mythicgarcia Dealership LTDA,2501 Mercedes-Benz S-Class Cabriolet,"-55,213,840",3/22/2018
7820,Aroush Knapp,Maxwell & Junior,2499 Porsche 911 2dr Cpe GT3 RS,"-55,242,539",6/7/2018
7821,Anwar Hoffman,"Legowart Kingorty, Ltd.",2501 Jeep Grand Cherokee Trackhawk,"-55,271,238",5/11/2018
7822,Ronnie Griffiths,Cheruharrison Auto,2501 Nissan GT-R Premium,"-55,299,936",4/8/2018
7823,Storm William,Mythicgarcia Dealership LTDA,2502 Mercedes-Benz S-Class Cabriolet,"-55,328,635",3/22/2018
7824,Aroush Knapp,Maxwell & Junior,2500 Porsche 911 2dr Cpe GT3 RS,"-55,357,334",6/7/2018
7825,Anwar Hoffman,"Legowart Kingorty, Ltd.",2502 Jeep Grand Cherokee Trackhawk,"-55,386,033",5/11/2018
7826,Ronnie Griffiths,Cheruharrison Auto,2502 Nissan GT-R Premium,"-55,414,732",4/8/2018
7827,Storm William,Mythicgarcia Dealership LTDA,2503 Mercedes-Benz S-Class Cabriolet,"-55,443,431",3/22/2018
7828,Aroush Knapp,Maxwell & Junior,2501 Porsche 911 2dr Cpe GT3 RS,"-55,472,130",6/7/2018
7829,Anwar Hoffman,"Legowart Kingorty, Ltd.",2503 Jeep Grand Cherokee Trackhawk,"-55,500,829",5/11/2018
7830,Ronnie Griffiths,Cheruharrison Auto,2503 Nissan GT-R Premium,"-55,529,528",4/8/2018
7831,Storm William,Mythicgarcia Dealership LTDA,2504 Mercedes-Benz S-Class Cabriolet,"-55,558,227",3/22/2018
7832,Aroush Knapp,Maxwell & Junior,2502 Porsche 911 2dr Cpe GT3 RS,"-55,586,925",6/7/2018
7833,Anwar Hoffman,"Legowart Kingorty, Ltd.",2504 Jeep Grand Cherokee Trackhawk,"-55,615,624",5/11/2018
7834,Ronnie Griffiths,Cheruharrison Auto,2504 Nissan GT-R Premium,"-55,644,323",4/8/2018
7835,Storm William,Mythicgarcia Dealership LTDA,2505 Mercedes-Benz S-Class Cabriolet,"-55,673,022",3/22/2018
7836,Aroush Knapp,Maxwell & Junior,2503 Porsche 911 2dr Cpe GT3 RS,"-55,701,721",6/7/2018
7837,Anwar Hoffman,"Legowart Kingorty, Ltd.",2505 Jeep Grand Cherokee Trackhawk,"-55,730,420",5/11/2018
7838,Ronnie Griffiths,Cheruharrison Auto,2505 Nissan GT-R Premium,"-55,759,119",4/8/2018
7839,Storm William,Mythicgarcia Dealership LTDA,2506 Mercedes-Benz S-Class Cabriolet,"-55,787,818",3/22/2018
7840,Aroush Knapp,Maxwell & Junior,2504 Porsche 911 2dr Cpe GT3 RS,"-55,816,517",6/7/2018
7841,Anwar Hoffman,"Legowart Kingorty, Ltd.",2506 Jeep Grand Cherokee Trackhawk,"-55,845,216",5/11/2018
7842,Ronnie Griffiths,Cheruharrison Auto,2506 Nissan GT-R Premium,"-55,873,914",4/8/2018
7843,Storm William,Mythicgarcia Dealership LTDA,2507 Mercedes-Benz S-Class Cabriolet,"-55,902,613",3/22/2018
7844,Aroush Knapp,Maxwell & Junior,2505 Porsche 911 2dr Cpe GT3 RS,"-55,931,312",6/7/2018
7845,Anwar Hoffman,"Legowart Kingorty, Ltd.",2507 Jeep Grand Cherokee Trackhawk,"-55,960,011",5/11/2018
7846,Ronnie Griffiths,Cheruharrison Auto,2507 Nissan GT-R Premium,"-55,988,710",4/8/2018
7847,Storm William,Mythicgarcia Dealership LTDA,2508 Mercedes-Benz S-Class Cabriolet,"-56,017,409",3/22/2018
7848,Aroush Knapp,Maxwell & Junior,2506 Porsche 911 2dr Cpe GT3 RS,"-56,046,108",6/7/2018
7849,Anwar Hoffman,"Legowart Kingorty, Ltd.",2508 Jeep Grand Cherokee Trackhawk,"-56,074,807",5/11/2018
7850,Ronnie Griffiths,Cheruharrison Auto,2508 Nissan GT-R Premium,"-56,103,506",4/8/2018
7851,Storm William,Mythicgarcia Dealership LTDA,2509 Mercedes-Benz S-Class Cabriolet,"-56,132,205",3/22/2018
7852,Aroush Knapp,Maxwell & Junior,2507 Porsche 911 2dr Cpe GT3 RS,"-56,160,903",6/7/2018
7853,Anwar Hoffman,"Legowart Kingorty, Ltd.",2509 Jeep Grand Cherokee Trackhawk,"-56,189,602",5/11/2018
7854,Ronnie Griffiths,Cheruharrison Auto,2509 Nissan GT-R Premium,"-56,218,301",4/8/2018
7855,Storm William,Mythicgarcia Dealership LTDA,2510 Mercedes-Benz S-Class Cabriolet,"-56,247,000",3/22/2018
7856,Aroush Knapp,Maxwell & Junior,2508 Porsche 911 2dr Cpe GT3 RS,"-56,275,699",6/7/2018
7857,Anwar Hoffman,"Legowart Kingorty, Ltd.",2510 Jeep Grand Cherokee Trackhawk,"-56,304,398",5/11/2018
7858,Ronnie Griffiths,Cheruharrison Auto,2510 Nissan GT-R Premium,"-56,333,097",4/8/2018
7859,Storm William,Mythicgarcia Dealership LTDA,2511 Mercedes-Benz S-Class Cabriolet,"-56,361,796",3/22/2018
7860,Aroush Knapp,Maxwell & Junior,2509 Porsche 911 2dr Cpe GT3 RS,"-56,390,495",6/7/2018
7861,Anwar Hoffman,"Legowart Kingorty, Ltd.",2511 Jeep Grand Cherokee Trackhawk,"-56,419,194",5/11/2018
7862,Ronnie Griffiths,Cheruharrison Auto,2511 Nissan GT-R Premium,"-56,447,892",4/8/2018
7863,Storm William,Mythicgarcia Dealership LTDA,2512 Mercedes-Benz S-Class Cabriolet,"-56,476,591",3/22/2018
7864,Aroush Knapp,Maxwell & Junior,2510 Porsche 911 2dr Cpe GT3 RS,"-56,505,290",6/7/2018
7865,Anwar Hoffman,"Legowart Kingorty, Ltd.",2512 Jeep Grand Cherokee Trackhawk,"-56,533,989",5/11/2018
7866,Ronnie Griffiths,Cheruharrison Auto,2512 Nissan GT-R Premium,"-56,562,688",4/8/2018
7867,Storm William,Mythicgarcia Dealership LTDA,2513 Mercedes-Benz S-Class Cabriolet,"-56,591,387",3/22/2018
7868,Aroush Knapp,Maxwell & Junior,2511 Porsche 911 2dr Cpe GT3 RS,"-56,620,086",6/7/2018
7869,Anwar Hoffman,"Legowart Kingorty, Ltd.",2513 Jeep Grand Cherokee Trackhawk,"-56,648,785",5/11/2018
7870,Ronnie Griffiths,Cheruharrison Auto,2513 Nissan GT-R Premium,"-56,677,484",4/8/2018
7871,Storm William,Mythicgarcia Dealership LTDA,2514 Mercedes-Benz S-Class Cabriolet,"-56,706,183",3/22/2018
7872,Aroush Knapp,Maxwell & Junior,2512 Porsche 911 2dr Cpe GT3 RS,"-56,734,881",6/7/2018
7873,Anwar Hoffman,"Legowart Kingorty, Ltd.",2514 Jeep Grand Cherokee Trackhawk,"-56,763,580",5/11/2018
7874,Ronnie Griffiths,Cheruharrison Auto,2514 Nissan GT-R Premium,"-56,792,279",4/8/2018
7875,Storm William,Mythicgarcia Dealership LTDA,2515 Mercedes-Benz S-Class Cabriolet,"-56,820,978",3/22/2018
7876,Aroush Knapp,Maxwell & Junior,2513 Porsche 911 2dr Cpe GT3 RS,"-56,849,677",6/7/2018
7877,Anwar Hoffman,"Legowart Kingorty, Ltd.",2515 Jeep Grand Cherokee Trackhawk,"-56,878,376",5/11/2018
7878,Ronnie Griffiths,Cheruharrison Auto,2515 Nissan GT-R Premium,"-56,907,075",4/8/2018
7879,Storm William,Mythicgarcia Dealership LTDA,2516 Mercedes-Benz S-Class Cabriolet,"-56,935,774",3/22/2018
7880,Aroush Knapp,Maxwell & Junior,2514 Porsche 911 2dr Cpe GT3 RS,"-56,964,473",6/7/2018
7881,Anwar Hoffman,"Legowart Kingorty, Ltd.",2516 Jeep Grand Cherokee Trackhawk,"-56,993,172",5/11/2018
7882,Ronnie Griffiths,Cheruharrison Auto,2516 Nissan GT-R Premium,"-57,021,870",4/8/2018
7883,Storm William,Mythicgarcia Dealership LTDA,2517 Mercedes-Benz S-Class Cabriolet,"-57,050,569",3/22/2018
7884,Aroush Knapp,Maxwell & Junior,2515 Porsche 911 2dr Cpe GT3 RS,"-57,079,268",6/7/2018
7885,Anwar Hoffman,"Legowart Kingorty, Ltd.",2517 Jeep Grand Cherokee Trackhawk,"-57,107,967",5/11/2018
7886,Ronnie Griffiths,Cheruharrison Auto,2517 Nissan GT-R Premium,"-57,136,666",4/8/2018
7887,Storm William,Mythicgarcia Dealership LTDA,2518 Mercedes-Benz S-Class Cabriolet,"-57,165,365",3/22/2018
7888,Aroush Knapp,Maxwell & Junior,2516 Porsche 911 2dr Cpe GT3 RS,"-57,194,064",6/7/2018
7889,Anwar Hoffman,"Legowart Kingorty, Ltd.",2518 Jeep Grand Cherokee Trackhawk,"-57,222,763",5/11/2018
7890,Ronnie Griffiths,Cheruharrison Auto,2518 Nissan GT-R Premium,"-57,251,462",4/8/2018
7891,Storm William,Mythicgarcia Dealership LTDA,2519 Mercedes-Benz S-Class Cabriolet,"-57,280,161",3/22/2018
7892,Aroush Knapp,Maxwell & Junior,2517 Porsche 911 2dr Cpe GT3 RS,"-57,308,859",6/7/2018
